T2,-118.00373973318581,-53.321677253895515,647.109548252005
T4,-164.58146526860514,-27.793899372158837,653.4559766481595
F2,19.736779431249154,33.2878779813919,132.16188105922615
F3,78.60660642639981,-2.2230280797457347,254.4600083630746
F4,80.53931627846619,14.790647682754733,186.5893773745098
F5,-2.3401320184310808,26.345179060288686,113.8153156041731
11,-43.110639756971736,-10.236377088935718,374.37860625871184
12,15.134322844455367,-0.025227917751167533,246.9396826466744
13,6.696014429406486,19.638145270885172,208.90503608738223
15,16.40871973412181,17.880792712977417,212.9103305524391
16,38.34762547249308,29.963605195281072,194.07856637169021
17,60.718382136621614,14.786779497842986,229.54100799416312
19,14.290375006878847,-8.854947928616212,354.189050137949
